ror_id	name	dataset_count	author_count
https://ror.org/024d6js02	Charles University	1238	892
https://ror.org/02j46qs45	Masaryk University	820	558
https://ror.org/05ggn0a85	University of Chemistry and Technology, Prague	520	286
https://ror.org/053avzc18	Czech Academy of Sciences	486	442
https://ror.org/04qxnmv42	Palacký University Olomouc	459	311
https://ror.org/03kqpb082	Czech Technical University in Prague	438	266
https://ror.org/0415vcw02	Czech University of Life Sciences Prague	430	374
https://ror.org/033n3pw66	University of South Bohemia in České Budějovice	425	341
https://ror.org/03613d656	Brno University of Technology	390	319
https://ror.org/02yhj4v17	FZU ‒ Institute of Physics of the Academy of Sciences of the Czech Republic	388	377
https://ror.org/05x8mcb75	VSB - Technical University of Ostrava	332	275
https://ror.org/04nfjn472	Czech Academy of Sciences, Institute of Organic Chemistry and Biochemistry	254	124
https://ror.org/040t43x18	University of West Bohemia	229	91
https://ror.org/00pyqav47	University of Ostrava	151	89
https://ror.org/05pq4yn02	Czech Academy of Sciences, Biology Centre	149	155
https://ror.org/02p1jz666	Czech Academy of Sciences, Institute of Microbiology	138	134
https://ror.org/058aeep47	Mendel University in Brno	134	114
https://ror.org/03qqnc658	Czech Academy of Sciences, Institute of Botany	116	161
https://ror.org/01v5hek98	Czech Academy of Sciences, Global Change Research Institute	104	95
https://ror.org/05bcgdd94	Czech Academy of Sciences, Institute of Vertebrate Biology	94	93
https://ror.org/02jtk7k02	Technical University of Liberec	89	56
https://ror.org/02d02f052	Czech Academy of Sciences, Institute of Physics of Materials	86	48
https://ror.org/009nz6031	Central European Institute of Technology – Masaryk University	86	56
https://ror.org/01p7k1986	Central European Institute of Technology	71	63
https://ror.org/05wrbcx33	Czech Academy of Sciences, Institute of Photonics and Electronics	71	47
https://ror.org/057br4398	Czech Academy of Sciences, Institute of Experimental Botany	68	74
https://ror.org/02sat5y74	Czech Academy of Sciences, J. Heyrovský Institute of Physical Chemistry	62	45
https://ror.org/00angvn73	Czech Academy of Sciences, Institute of Biophysics	61	34
https://ror.org/0287jta43	Czech Academy of Sciences, Institute of Archaeology, Prague	57	19
https://ror.org/0143w7709	Czech Academy of Sciences, Institute of Macromolecular Chemistry	55	67
https://ror.org/04jymbd90	Czech Academy of Sciences, Nuclear Physics Institute	53	25
https://ror.org/01vr20t27	Czech Academy of Sciences, Institute of Czech Literature	53	37
https://ror.org/01chzd453	University of Pardubice	51	51
https://ror.org/0157za327	Czech Academy of Sciences, Institute of Animal Physiology and Genetics	50	53
https://ror.org/00wzqmx94	Czech Academy of Sciences, Institute of Biotechnology	49	47
https://ror.org/03hjekm25	Czech Academy of Sciences, Institute of Experimental Medicine	48	52
https://ror.org/04nayfw11	Tomas Bata University in Zlín	47	43
https://ror.org/05xw0ep96	Czech Academy of Sciences, Institute of Physiology	47	60
https://ror.org/00qq1fp34	University Hospital Brno	43	25
https://ror.org/039nazg33	Institute of Entomology	43	53
https://ror.org/03rqbe322	Transport Research Centre	40	34
https://ror.org/045syc608	Czech Academy of Sciences, Institute of Molecular Genetics	37	59
https://ror.org/0496n6574	Czech Academy of Sciences, Institute of Computer Science	36	12
https://ror.org/027taah18	Czech Academy of Sciences, Institute of Scientific Instruments	35	32
https://ror.org/04yg23125	General University Hospital in Prague	35	35
https://ror.org/0436mv865	Czech Agrifood Research Center	31	27
https://ror.org/04rk6w354	University of Veterinary Sciences Brno	30	31
https://ror.org/00yzpcc69	Extreme Light Infrastructure Beamlines	30	34
https://ror.org/02m5haa59	Český Metrologický Institut	29	8
https://ror.org/05k238v14	University of Hradec Králové	28	17
https://ror.org/03ef7g429	Photon Systems Instruments (Czechia)	28	4
https://ror.org/036zr1b90	Institute of Clinical and Experimental Medicine	27	19
https://ror.org/00xbsaf62	Czech Hydrometeorological Institute	27	15
https://ror.org/04wh80b80	Czech Academy of Sciences, Institute of Geology	25	31
https://ror.org/05rhyza23	Institute of Parasitology	25	18
https://ror.org/02acv3g39	Czech Academy of Sciences, Institute of Chemical Process Fundamentals	25	31
https://ror.org/0125yxn03	University Hospital in Motol	25	13
https://ror.org/050dkka69	CESNET, zájmové sdružení právnických osob	25	10
https://ror.org/027v97282	International Clinical Research Center, St. Anne's University Hospital Brno	24	23
https://ror.org/0270ceh40	Masaryk Memorial Cancer Institute	22	7
https://ror.org/04wckhb82	University Hospital Hradec Králové	21	15
https://ror.org/02xz6bf62	Czech Geological Survey	21	10
https://ror.org/03fvq2a72	Czech Academy of Sciences, Institute of Thermomechanics	21	14
https://ror.org/00n6rde07	Institute of Haematology and Blood Transfusion	20	12
https://ror.org/0436nxt45	Institute of Hydrobiology, Biology Centre, Academy of Sciences of the Czech Republic	20	19
https://ror.org/04vjwcp92	Jan Evangelista Purkyně University in Ústí nad Labem	20	14
https://ror.org/02zws9h76	Biopticka Laborator (Czechia)	19	2
https://ror.org/029ecwj92	Prague University of Economics and Business	19	10
https://ror.org/032hzqh22	RECETOX	18	9
https://ror.org/02e8b2r87	Czech Academy of Sciences, Institute of Geophysics	14	13
https://ror.org/05xj56w78	National Institute of Mental Health	14	12
https://ror.org/01jxtne23	University Hospital Olomouc	14	3
https://ror.org/00a6yph09	University Hospital Ostrava	13	21
https://ror.org/034cj1z12	Forestry and Game Management Research Institute	12	12
https://ror.org/02bvcjw39	Czech Academy of Sciences, Institute of Archaeology, Brno	12	11
https://ror.org/04vtzcr32	Czech Academy of Sciences, Institute of Atmospheric Physics	12	9
https://ror.org/050g95t43	Regional Museum and Gallery Jicin	11	2
https://ror.org/05a70k539	Institute of Technology and Business	11	4
https://ror.org/05g7knd32	Czech Academy of Sciences, Institute of Analytical Chemistry	11	20
https://ror.org/03h1hsz49	Czech Academy of Sciences, Institute of Information Theory and Automation	11	7
https://ror.org/00yb99p92	Institute of Animal Science	11	48
https://ror.org/01hsjcv06	Czech Academy of Sciences, Institute of Inorganic Chemistry	11	13
https://ror.org/029vq3n45	Thermo Fisher Scientific (Czechia)	10	6
https://ror.org/013rj3567	Studio of Ecological Models	10	4
https://ror.org/02w4f2z17	Silesian University in Opava	10	13
https://ror.org/049bjee35	St. Anne's University Hospital Brno	9	13
https://ror.org/01912nj27	Czech Academy of Sciences, Czech Language Institute	9	5
https://ror.org/036ak4h42	Nature Conservation Agency of the Czech Republic	8	5
https://ror.org/00jk0vn85	Institute of Rheumatology	8	6
https://ror.org/00m4pvq34	Czech Academy of Sciences, Institute of Rock Structure and Mechanics	8	7
https://ror.org/01h494015	Czech Academy of Sciences, Institute of Plasma Physics	8	8
https://ror.org/03tp8z347	Czech Academy of Sciences, Astronomical Institute	8	4
https://ror.org/04arkmn57	University of Defence	7	10
https://ror.org/03nw44p55	Šumava National Park	7	7
https://ror.org/054stgg72	Czech Society for Ornithology	7	4
https://ror.org/01hxbnq19	Czech Academy of Sciences, Institute of Theoretical and Applied Mechanics	7	8
https://ror.org/01jptvt03	Moravian Museum	7	5
https://ror.org/01hyg6578	Czech Academy of Sciences, Institute of Philosophy	7	8
https://ror.org/0582kjx49	T. G. Masaryk Water Research Institute	7	4
https://ror.org/04gf11d56	Landscape Research Institute	7	6
https://ror.org/028sgmw18	Czech Academy of Sciences, Library	7	8
https://ror.org/041c53527	Třinecké Železárny (Czechia)	6	3
https://ror.org/04evkr214	Advacam (Czechia)	6	1
https://ror.org/04ftj7e51	National Institute of Public Health	6	6
https://ror.org/05eq3gw79	Agricultural Research, Ltd. (Czechia)	6	5
https://ror.org/04z6gwv56	National Museum	6	3
https://ror.org/02tc3qm58	Technology Centre Prague	6	4
https://ror.org/05mcj1v39	Alka Wildlife	5	5
https://ror.org/050jqn596	South Bohemia research center of aquaculture and biodiversity of hydrocenoses	5	7
https://ror.org/031nm9f90	Enantis (Czechia)	5	1
https://ror.org/02d3n7h84	Czech Academy of Sciences, Institute of Geonics	5	5
https://ror.org/00jr65m43	Institute of Plant Molecular Biology	5	7
https://ror.org/00hzjtg80	Comtes Fht (Czechia)	5	4
https://ror.org/038agj363	National Library of the Czech Republic	5	6
https://ror.org/03f239z63	Moravian Library in Brno	5	7
https://ror.org/009e9xr64	Fakultní nemocnice Bulovka	5	3
https://ror.org/0451k0g64	Institute of Applied Biotechnologies (Czechia)	4	4
https://ror.org/00pecb659	Labrys	4	4
https://ror.org/009wryk55	Czech Academy of Sciences, Institute of Hydrodynamics	4	2
https://ror.org/01zdaff53	Metropolitan University Prague	4	1
https://ror.org/02zpfcb35	Škoda Auto University	4	2
https://ror.org/04hyq8434	Thomayer University Hospital	4	6
https://ror.org/02jdepa55	Food Research Institute Prague	4	1
https://ror.org/04hp42s89	Institute of International Relations Prague	4	2
https://ror.org/04stdpt78	Institute of Endocrinology	3	1
https://ror.org/02251ba66	Institute of Forest Ecosystem Research	3	3
https://ror.org/04myyf417	State Institute for Drug Control	3	1
https://ror.org/014pw6s10	Public Health Institute Ostrava	3	2
https://ror.org/02p1hm914	AgriKomp Bohemia (Czechia)	3	2
https://ror.org/02gndyy51	Czech Botanical Society	3	1
https://ror.org/020ydms54	University of Finance and Administration	3	4
https://ror.org/04jr76q91	Research Institute of Brewing and Malting (Czechia)	3	2
https://ror.org/04d41fm91	ASIO spol (Czechia)	2	1
https://ror.org/004jpn268	Lesprojekt (Czechia)	2	1
https://ror.org/0556an218	Tescan (Czechia)	2	1
https://ror.org/03ve83257	Centre for Organic Chemistry (Czechia)	2	1
https://ror.org/010pg3352	Comenius Museum in Přerov	2	1
https://ror.org/01x1xh678	East Bohemian Museum	2	1
https://ror.org/00c3r5g90	Generi Biotech (Czechia)	2	2
https://ror.org/01abd7j14	Ústav Archeologické Památkové Péče Severozápadních Čech	2	1
https://ror.org/00grg8947	Ústav Archeologické Památkové Péče Středních Čech	2	1
https://ror.org/04fgffc11	Research Institute of Geodesy, Topography and Cartography	2	2
https://ror.org/00p9p2506	Ministry of Transport	2	1
https://ror.org/05j45ps30	Compotech (Czechia)	2	1
https://ror.org/05a2qqv55	DIZ Bohemia (Czechia)	2	1
https://ror.org/014we6j04	Ecofuel Laboratories (Czechia)	2	1
https://ror.org/02bzbbw22	LaserTherm (Czechia)	2	1
https://ror.org/00w673w61	MB Pharma (Czechia)	2	2
https://ror.org/0229km412	Photon Energy (Czechia)	2	3
https://ror.org/05hxrt533	Tatra (Czechia)	2	1
https://ror.org/01rrva872	Central Institute for Supervising and Testing in Agriculture	2	2
https://ror.org/041e7q719	Institute of Molecular and Translational Medicine	2	3
https://ror.org/02c1tfz23	University Hospital Plzen	2	1
https://ror.org/0094hc805	Center for Advanced Preclinical Imaging	2	1
https://ror.org/01x9n3j10	Prague City University	2	2
https://ror.org/02zyjt610	Veterinary Research Institute	2	7
https://ror.org/02tz8r820	Institute of Soil Biology	2	2
https://ror.org/01qj7sc02	Czech Academy of Sciences, Institute of Ethnology	2	2
https://ror.org/042hb4t21	University of New York in Prague	2	1
https://ror.org/03a8sgj63	Military University Hospital Prague	2	1
https://ror.org/03k9fzs17	Research Centre Rez	2	4
https://ror.org/02mvmd115	R&D Centre for Low-Cost Plasma and Nanotechnology Surface Modifications	2	3
https://ror.org/03nvfe914	Czech Academy of Sciences, Masaryk Institute and Archives	2	15
https://ror.org/03tybc759	Czech Academy of Sciences, Institute of History	2	2
https://ror.org/012pre389	České Energetické Závody (Czechia)	1	1
https://ror.org/04dea3c58	Engineering Academy of the Czech Republic	1	1
https://ror.org/01pv73b02	Czech Science Foundation	1	1
https://ror.org/045c1s446	Research and Breeding Institute of Pomology Holovousy	1	1
https://ror.org/03h43ff92	Svaz chemického průmyslu České republiky	1	1
https://ror.org/00w2phz39	Rigaku Innovative Technologies Europe (Czechia)	1	1
https://ror.org/03bh94f16	Centre of the Region Haná for Biotechnical and Agricultural Research	1	4
https://ror.org/027acbb13	Government of the Czech Republic	1	2
https://ror.org/03n0h8b63	Applycon (Czechia)	1	1
https://ror.org/00h1tez17	Ekoport	1	1
https://ror.org/03dcymj98	Institute for Testing and Certification (Czechia)	1	1
https://ror.org/037m48527	Native PR (Czechia)	1	1
https://ror.org/001h2r504	GoodAI (Czechia)	1	1
https://ror.org/00nbs1824	St. Anne’s University Hospital Brno	1	1
https://ror.org/00y2q5g68	Association for Integration and Migration	1	1
https://ror.org/01zghvr36	Czech Academy of Sciences, Institute of Contemporary History	1	1
https://ror.org/03mmhfz41	Research Library of South Bohemia	1	1
https://ror.org/03aba6h29	Czech Academy of Sciences, Institute of Psychology	1	1
https://ror.org/02vwpg498	National Radiation Protection Institute	1	1
https://ror.org/02zwjz895	Nemocnice České Budějovice	1	1
